"ID","trial","word","response"
"6qyjh03w1tmc","1","aggravated","Someone is threatening them
Someone is threatening someone around them
They just lost something
They were just fired
Something happened that was unlikely to happen
Someone is taunting them
Someone is being difficult to work with
They cannot understand something
Someone promised something and did not deliver
Someone is being mean to them
They feel that their circumstances are unfair
They feel they are being slowed down or restrained
They are being forced to do something they do not want to do
People around them are not listening"
"fotw2whals6q","1","awake","Slept a lot
Drank coffee
Exercised
Drank a lot of water
Took a cold shower
Used cocaine"
"gcdusdxn3ajb","1","determined","Found a drug connect
Found a possible sexual partner
Found possible free food
Wants to buy a lot of things and needs to figure out which coupons to use
Trying to lose weight
Trying to not get a D for a PDF class
Getting good grades
They need nicotine and have to buy cigarettes
Digging out belly button fluff
"
"52lgz188nf0d","1","cheerful","They did well on an exam. 
They heard some great news about their job or internship. 
Its beautiful weather. 
They talked to a friend they hadn't seen in a very long time. 
They were at a wedding. 
They feel good and look good when they stand in front of a mirror. 
They helped someone feel better. 
"
"04zjrf3wqi2y","1","sleepy","Stayed up all night to finish an assignment.
He/she has Insomnia.
Is very stressed about something.
Faced a change in his/her sleep schedule
Did not have a good night of sleep from external factors, i.e. noisy roommate
"
"yck6zmx99kea","1",NA,NA
"b1drxu77qajo","1","blah","they didn't get enough sleep
they didn't do great on an exam
they had a poor social interaction
they have depression and that's a stage for them
they were rejected from something
they are sick and not feeling well
they let someone down
"
"lksv5911ze2i","1","good","They are happy with their life at the moment
They had some event happen to them that was positive
They are looking forward to a positive event that is coming up
They have good people around them that care about them and the person knows it"
"c2w3kbv6zxen","1","artistic","they saw something that inspired them
they took a class
they just randomly had an idea
a loved one encouraged them / complimented their artistic talent
a mystical faerie-muse of some sort kissed them on the forehead
they recently bought new art supplies
they were recently gifted with new art supplies
something really good just happened to them
something really bad just happened to them
they are needing to vent
they haven't created art in a while
"
"3k8j8qzbxah5","1","confused","They are in a typical class at Princeton hehe. The subject is difficult to understand.
They couldn't quite hear or process what someone just said to them.
Someone did something that was the opposite of what they said they would do, or from what was expected.
They just heard the breaking news of who won the presidency in 2016.
They heard differing accounts of the same event."
"4knbxr1j9r0w","1","sad","They found out about a tragedy in their family
They received a poor grade in school
They found out they wouldn't be able to compete in a competition
They broke up with their significant other
They didn't receive a job offer they were hoping for
Their closest friend moved further away from them
Their family pet passed away
They feel lonely in a new location
Their community recently was shaken by a big event"
"fk8yjoees187","1","amused","Someone might have told them a silly joke.
Someone said something in response to a professor's comment.
The professor said something funny.
They read a funny joke online.
Someone might have fallen down or tripped unexpectedly.
Someone else laughed, and their laughter was contagious.
Someone's expression to something might be funny.
Someone says something or makes a noise unexpectedly.
Someone imitates another person."
"h2uguxo3f15k","1","tearful","A loved on passed away 
They did poorly on an exam 
They did not accomplish something 
They did not make it onto a team 
They were hurt by a friend 
They injured themselves 
They missed an important meeting 
They got fired from their job 
They were cheated on by their spouse 
They saw their child after a long time 
An old friend came to visit 
Someone got married "
"n83yfzpk5d95","1","disappointed","they missed out on something
something did not meet their expectations
they want something and dont get it
they can't get over something
they expect more from someone
they expect more from themselves
they trusted someone or something that broke their trust
they envisioned something not real
they had a hope for something not real
they expecting their life to be a certain way and its not
"
"v0wlo1vbdrvr","1","content","they might have done very well on something
they might be feeling good about their life
they might be feeling good about a relationship
they might be out in nature
they might be relaxing
they may have nothing stressful going on
they might be relaxing alone
they might have finished a good book
they might have finished a happy movie
they might not have that much to do
they might be driving with the windows down
they might be exercising
they might be doing manual labor
they might be praying
they might be meditating
"
"adh7by1744ki","1","loved","they just got into a relationship
they just hung out with a friend and had a really good conversation
they had a good talk with their parents
someone did some sort of kind gesture
a friend/family member took them out for a meal
someone told them they loved them
they got a ton of compliments after a show
they got many congratulatory comments after some sort of achievement
they had some sort of fun group activity
they received many nice comments
they received many birthday wishes
someone gave them a nice gift
they were proposed to
they were upset and a friend came over and delivered food
someone wrote a really nice card for them
someone gave a really thoughtful gift
something bad happened and many people reached out to check in"
"rx9qm0tytmgv","1","feisty","they are confident 
they have a big ego
they are naturally loud and outgoing 
they have many friends who give them confidence in being themselves
they grew up with feisty people

"
"h9nwvyegtku5","1","devastated","they just lost their significant other
their entire family just died
they didn't get the job of their dreams
they didn't get into the school of their dreams
they missed their flight
they slept through their exam
they got food poisoning on the first day of the honeymoon
they aborted their child
the child was stillborn
they cut off their hand by accident
they lost in jeopardy
they got mugged
their house burned down
their dog died
"
"plz2mnfli3y9","1","emotional","They watched an extremely poignant movie.
Their life was just saved either in a long term sense(financially) or an immediate sense(saved from falling off a cliff).
They just broke up from a relationship of 10 years+.
They are overwhelmed by stress."
"0jq1859e2bzk","1","relieved","They just pooped after holding it in for a long time
The teacher forgot to check their math homework which they didn't do
They performed well on an important test
Their in-laws are no longer coming for the weekend
They read a heartening piece of news about falling CO2 consumption
They just learned they're cancer free
Their brother who works at YouTube was not injured in the attack
They just finished an important work presentation
A celebrity couple they follow has announced they are no longer seeking divorce
OIT fixed their computer after they spilled on it"
"1hj6zbvwrnqv","1","determined","Accomplished a smaller goal
Want a good grade
The will win a prize
Can help other people
Time limit
Peer pressure"
"hhfkcv3yebo0","1","crushed","their significant other broke up with them
they're fighting with people close to them
they had a shitty day at work or school
they just suffered an injury
they lost a loved one
they bombed a performance
they lost a race/game"
"0khxbx7e1pra","1","awake","They got a good night's sleep
They have insomnia
They just had their morning coffee
They are about to have an interview
They are paying attention in a lecture
They are talking to their friend at lunch
They have a stressful task to complete
They are exercising
They slept in on the weekend
They are afraid of going to sleep
The people next door are being very loud
They do not feel very well
They are eating
The weather is very sunny
They "
"ezoezxvl64br","1","worried","Donald Trump is the president of the united states
We are, at any second, moments away from nuclear annihilation
Climate change is still wrecking the planet
Wealth inequality is spreading rapidly
Tech is phasing out their job, or making it irrelevant
All of their friends have elaborate post-grad plans, but they do not
Their thesis is due this tuesday and they've only written 1/3 of it so far
They feel inadequate about a specific flaw
They have ailing elderly grandparents
They don't know what they're going to do next year, or even tomorrow, really
They took a test and aren't sure how they did on it
They got a bad grade on a paper and aren't sure if they're still up to snuff, academically
They care too much about someone who just can't stop failing
They think too much about global problems
They think too much about personal problems
They feel physically inadequate"
"per8r9c1jny9","1","happy","They just saw a friend or close family member that they love or haven't seen in a while. 
They did well on a test or project that they studied and worked really hard for. 
The sun is shining and it has been a good day.
A friend reached out to you to hang out and you really like this friend and are happy that they are reaching out to you.
You worked through a problem or you helped a friend work through a problem. 
You stuck to a schedule you made for yourself.
You made some new friends.
You spent time doing something, an activity, you love.
You tried a new activity and ended up really enjoying it.
You had a great conversation with a new friend and didn't realize until now how much you have in common."
"qyhw6g8xa8rd","1","relaxed","no stresses or worries in their life
just hung out with friends "
"w17j2x2ukaw8","1","mischievous","When they have done something deceptive but enjoy that feeling/thought
When someone is up to know good, and has kept it a secret
Knowing something that might be hurtful to someone else that doesn't know it yet
"
"qorafq68ww2n","1","disappointed","bombed a midterm
get only okay grades
got in a fight with friends
didn;t get into the college they wanted
did badly on a presentation
by a friend or partner's behavior"
"ti4x4kvaou2b","1","sleepy","Didn't sleep enough
Are currently in class
Have developed a dependence on caffeine but did not take it
Are successfully attempting to fall asleep
Are at a bad movie
Are at a heavily unevenly matched sports game
Do not care about whatever their current activity is
Are normally sleepy at this time due to biological function
"
"ajjjupp08kpn","1","worried","their significant other is not giving them enough attention 
they are very fatigued and the doctors believe the may have mono
they have a midterm coming up and they have been unable to study
their pet is sick
their child is sick
their mom is sick
their computer died and won't turn back on
they have a group job interview coming up
their roommates aren't answering their texts late at night after they have been drinking
 "
"2fn8rovk4j8k","1","crushed","They were just rejected by someone they wanted to go out with.
They just failed an important test.
They just lost their job.
They caught their spouse cheating on them.
One of their loved ones passed away.
They had to put down their dog.
They lost a sports championship game.
They lost a lot of money in the stock market. "
