"ID","trial","word","response"
"6qyjh03w1tmc","1","tired","They can go to sleep
They can do a relaxing activity
They can stop working
They can get on a better sleep schedule
They can exercise or work less
They can take a nap
They can sit down if they are standing up
They can take a break if they are doing an activity
They can drink coffee or take caffeine pills
They can eat something sugary
They can try to perk themselves up with an activity
They can go for a walk
They can exercise
They can go to a doctor if this is a recurring issue
"
"fotw2whals6q","1","irritable","Take a nap
Eat something
Get some fresh air
Take a deep breath
Get a massage
Listen to calming music
Talk to someone about your problems
Go for a walk
Avoid people and things that are irritating or annoying"
"gcdusdxn3ajb","1","withdrawn","Talk to friends
Take a walk outside
Think about what is causing this feeling
Take some time to do something they enjoy in life
Watch a movie!
Write down their feelings, or channel this energy into something creative
Cry
Meditate
Read something
Stay away from the internet
"
"52lgz188nf0d","1","irritable","Get away from the thing that is irritating them 
step outside and breathe
read their religious scripture
ranting to someone about it 
watch a funny video 
go for a run/exercise in general 
"
"04zjrf3wqi2y","1","sick","take medicine
go see a doctor
get some fresh air
get some rest and sleep
eat a hearty meal
drink soup
take a shower
drink some tea 
"
"yck6zmx99kea","1","withdrawn","They can talk to a close friend.
They can do something relaxing, like color or yoga.
They can go for a walk outside.
They can eat chocolate.
They can go exercise.
They can force themselves to attend a social event.
They can dance for a couple minutes by themselves to their favorite song.
They can do a cartwheel.
"
"b1drxu77qajo","1","emotional","Go for a walk
Deep breathing exercises or meditation
Talk to a trusted friend
Express themselves through art or music
Take a long shower
Call their parents
Listen to calming music
Watch cartoons"
"lksv5911ze2i","1","withdrawn","Force themselves to get involved in social situations
Make sure they truly understand why they feel withdrawn
Go participate in activities they like to do"
"c2w3kbv6zxen","1","sleepy","get some sleep
drink some coffee
get some sugar in their body (though sugar never fixes the problem for me tbh)
drink an energy drink
get some light physical activity to get the heart pumping
wash their face
take a cold shower
slap themselves across the face
have a friend slap them across the face
scream into a pillow
I'm sure there's some sort of pill geared toward this
misusing other drugs
"
"3k8j8qzbxah5","1","blah","They can hang out, grab a meal with close friend, especially a funny one.
They can go exercise.
They can go to CPS.
They can play games that involve other people.
They can read interesting things, a good magazine.
They can watch Ted Talks.
They can get back into a hobby.
They can listen to great music, and dance to it.
They can think of and plan things for the future, whether it's this week or next.
They can catch a movie with someone and talk about it. The more clever/thought-provoking the better.
"
"4knbxr1j9r0w","1","sluggish","They can allow themselves to take a quick nap
They can get themselves a cup of coffee (if they handle caffeine well)
They can get themselves a healthy meal
They can treat themselves to a snack or treat
They can energize themselves with something they love (a hobby, a good book, etc)
They can go for a walk outside
They can exercise to clear their head
They can talk with a friend to stop dwelling on the sluggish feelings
They can distract themselves with a task
They can ask a friend for advice 
(if it's night time) They can embrace it and go to sleep a little early"
"fk8yjoees187","1","tearful","They can watch a funny movie.
They can share their feelings with a friend.
They can listen to happy music.
They can take a nap.
They can do some exercise.
They can eat their favorite foods.
They can be optimistic about the future.
They can dance.
They can cuddle with a friend.
"
"h2uguxo3f15k","1","intense","Drink a nice warm drink 
Get a massage 
Do breathing exercises 
Read a good book 
Watch something funny 
Go to a good friend and talk about the situation 
Get some good food "
"n83yfzpk5d95","1","annoyed","figure out what is making them annoyed
talk to the person/people involved about it
sort out their feelings
figure out why they are annoyed
make a plan
make a course of action to solve being annoyed
talk to friends/people you trust
"
"v0wlo1vbdrvr","1","restless","they can exercise
they can get up and walk around
they can play a game
they can call someone
they can talk to their friends
they can talk to their family
they can talk to their significant other
they can think about other things
they can take a nap
they can watch TV
they can read a book
they can go for a run
they can go to the gym
they can listen to some music
they can watch Netflix
they can watch YouTube
they can use social media
they can look at happy news
they can play a video game
they can play a game on their phone
they can meditate
they can pray
they can have a snack
"
"adh7by1744ki","1","aggravated","they can play some happy music
they can play some angry music and dance to it
they can do physical activity to release their energy
they can write in a journal
they could talk to a friend about it
they could do an activity they know they enjoy
they can eat some good food
they could watch some good comedy
read a good book
"
"rx9qm0tytmgv","1","angry","exercise
call a friend and do something active that will distract them
talk about something else with a friend
breathe. take a step back and reflect
drink
"
"h9nwvyegtku5","1","gloomy","they can go outside and take a walk
spend time in the sun
spend time with friends
eat food they like
force themselves to smile
watch a funny movie
read a funny book
watch a funny tv show
consume ""feel good"" media (tv shows, books, movies)
spend time with their family
spend time with their significant other
exercise
"
"plz2mnfli3y9","1","touchy","Think rationally about their problems.
Talk with a friend for support.
Sleep"
"0jq1859e2bzk","1","temperamental","They can try to read a book
They can meditate
They can go for a jog
They can stop hanging out with annoying people who trigger their mood swings
They can replenish their blood sugar
They can try to break their caffeine addiction
They can sleep a healthy 8-9 hours every night
They can think of all the fun stuff they have planned for the weekend
They hang out with a friend or two who's typically emotionally stable/neutral
They can go into a sensory deprivation chamber 
"
"1hj6zbvwrnqv","1","angry","Physical exercise
Punch a pillow
Yell at someone
Pet a cat
Make art
Watch a happy movie
Play a video game
Crumple paper/pop bubble wrap
Talk it out

"
"hhfkcv3yebo0","1","gloomy","go for a run or do some other form of exercise
listen to some upbeat music
talk to a friend or family member
eat some comfort food
watch a funny movie or TV show
read a favorite book
meditate
take a nap
play ping-pong
spend time with a dog
spend time with small children
drink a really good cup of coffee
"
"0khxbx7e1pra","1","anxious","Take deep breaths
Distract yourself with an activity
Exercise
Go to sleep
Eat food
Talk to a friend
Listen to a song
Watch a movie or TV show
Read a book
Relax on a couch
Lay down in bed
Play a game on your phone
Stop thinking about the thing that makes you anxious
Tell yourself it's not a big deal
Think how everything will be OK
Take a bath
"
"ezoezxvl64br","1","sluggish","Get some exercise!
Find simple tasks they can complete
Get out of bed and get some water
Take a shower
Alternatively, get enough sleep
Watch an invigorating film
Play a fun, challenging video game, but not for too long
Go for a walk outside in the fresh air
Listen to a high-tempo, exciting song, and give in to the impulse to dance to it
Do not, at any cost, look at pictures of slugs
Talk to a friend
Do some jumping-jacks
Visit CPS if it's like an ongoing, impossible to shake kind of sluggishness"
"per8r9c1jny9","1","stirred-up","Try to talk to a friend just to vent. 
Take a moment for himself or herself to just breath and be alone.
Have a night in.
Get some clarity on the situation if possible by talking to those who are involved.
Try to focus on something or somebody else.
Go to sleep. 
Try to think of the other side of the story / the other perspective 
"
"qyhw6g8xa8rd","1","nervous","find something that makes them feel calm 
Hang out with close friends
Take a walk and listen to your favorite music 
Have a bite to eat 
Dance and do something fun 
Talk with your parents 
Go shopping to distract the mind 
distract yourself "
"w17j2x2ukaw8","1","intense","Do yoga and other relaxation techniques
Calm the mind
Talk about feelings and let them out
Do the action that is making them feel intense
Distract them with more calm things
Use entertainment to divert their attention"
"qorafq68ww2n","1","annoyed","they can think of the things they like about whatever they are annoyed about
eat good food
think about things they are looking forward to in the future
go for a run
spend some time alone"
"ti4x4kvaou2b","1","bored","Do something not boring
Think of something not boring
Go somewhere random
Go on an adventure
Play videogames
Wikipedia something random
text friend
Get through whatever boring task is at hand"
"ajjjupp08kpn","1","restless","they can go for a run
they can read a book
they can do yoga
they can call up their mom
they can reorganize their clothes
they can clean the dishes
they can plan out their week
they can send out emails
they can stretch their muscles
they can go out for coffee with a friend
they can paint their walls
they can take a shower
"
"2fn8rovk4j8k","1","sleepy","They can splash cold water in their face.
They can take a short nap.
They can have a cup of coffee.
They can listen to energetic music.
They can take a walk.
They can do jumping jacks or push-ups to get their heart rate up.
They can eat something with sugar like a candy bar.
They can do something that forces them to be get out of their tired slump and be active/engaged in an enjoyable way, like talking on the phone with a friend or playing a video game.
"
"m8fv11sa145w","1","failure","They can set more realistic expectations of themselves
They can accomplish another task
They can think of life as a roller coaster and this is just one bump in the road
They can think about all the things they have not failed at
They can think about how failure has led them to learn how to succeed in other ways
They can not compare themselves to those around them
They can ask those around them for constructive criticism so they know how not to fail again
They can reflect on how failing is a part of human nature and its just something we all do
They can not put so much pressure on themselves
They can try to improve their self esteem
They can blame it on the situation and not on themselves
They can talk to someone about what happened and vent about it
They can start preparing so it does not happen again"
"ym6q3my9vk3f","1","emotional","controlling the spirited part of their soul requires rational control of it; think about the reasons why one ought not be feeling emotional
analyze the cause of the emotions
analyze whether or not the emotions are warranted by whatever caused the emotions
Go for a run/exercise
Pet a dog
Hug a stuffed animal
Eat a salad
Read a book
Anything that distracts you from your emotions fully will make you feel less emotional
e.g. working on a project that you care about"
"dgknuehnnscr","1","jittery","they can go work out
they can take a shower
they can read a book
they can take a walk outside
they can evaluate what is stressing them and try to decrease the stress
"
"fx5msm7xu0ya","1","exhausted","REDBULL!
Point out that the deadlines are non-negotiable (that motivates some people)
Remember how good being done with work feels
Tell them to take a quick nap (if there is more work to be done), or a longer sleep (if deadlines are far away)
If the cause of the exhaustion is emotional pain or fatigue, Tylenol could help?
"
"8nt5xtwezvda","1","insecure","talk on to people who remind them of the good qualities they have
try to identify why they feel insecure and convince themselves that that shouldn't make them feel insecure
google ""how to feel more secure""
""attack the effect, not the cause"" - like if they feel insecure for not having enough friends, one option would be to decide that however many friends they have is plenty, another option would be to make more friends
sleep"
"l8u4ruy3pa2k","1","angry","They can exercise.
They can engage in activities that distract them from the matter at hand - going out, hanging out with friends, going to a movie, watching a game, etc.
They can confront the person if it is an individual that they are angry with.
They can attempt to attend counseling or look for professional advice to cope with their anger."
"axgduh9i8fb4","1","upset","They can talk about what concerns them with a close friend.
They can buy themselves something they like.
They can go to their favorite restaurant.
They can watch their favorite movie.
They can ask a friend to hang out and distract them.
They can talk to a counselor."
"j045fzigx6ri","1","restless","Stretch
take deep breaths
think about something they are looking forward to later
think about something calming, soothing, and slow
sing a slow/moving song to themselves
get some energy out by going for a walk or getting exercise
apply the energy to an activity that gets them going
get out of the place where they are now and go somewhere new
run around
find one task that needs to be done and focus on completing it
call a friend or family member"
"s3zmlb5et8wy","1","devastated","Think of the people you love. Remember that they are still here, and that they love you. If they're all dead, then think of your loving pet. If you don't even have a pet, well, then, you're probably not going to be able to stop being devastated.
Think of the fact that you are alive, and it is a gift that few others have,"
"1edbsgvxsiqd","1","irritable","Do an activity they find relaxing
Remove themselves from the situation that is making them irritable 
Meditate
Do something that makes them happy 
Talk with a psychologist 
Talk with a friend or loved one
Yell at nothing until all the irritability is out"
"sx30ovtcu95w","1","grouchy","Go outside
Exercise
Talk to a friend about what is bothering them
Do an activity they enjoy
Spend time with family or friends
Plan something fun to do soon
Plan a fun trip a little while from now
Remember that this feeling will pass
Meditate and practice mindfulness
Read a funny article or story
Watch a good movie
Go shopping
"
"vvww039mwotf","1","disappointed","they can set lower expectations 
they can not be focused on results 
they can think about the good parts of their life 
they and do something that makes them happy to take their life off of it 
they should think of something that makes them proud 
they can try to have more fun 
"
"j0cnnf18me8b","1",NA,NA
"fgnckhp5ft4p","1","depressed","Exercise more
Go see friends
Read some books
Focus on positive things
Meditate
Isolate the problem and come to terms with it or actively try to fix it
Realize it is just a state of mind
Do more things you like
Get on a regular schedule
Spend less time in bed
Change things you can and don't worry about the things you can't change
"
"1iqddv9olptj","1","jittery","deep breaths 
go for a walk
drink caffeine-free tea
go for a run
go for a workout
do yoga
meditate
pray"
"j1vomkqxiz9m","1","drained","They could drink water or tea 
They could get some exercise
They could go outside for fresh air/light
They could relax and watch a movie or read a book
They could chill with friends
They could do a hobby, like cooking or drawing
They could have a snack
they could take a nap
they could have a caffeinated or alcoholic drink
they could play games
"
"t6o4ejc66621","1","sleepy","They can take a nap 
They can sleep in 
They can change their sleep schedule so they are no longer sleepy 
They can relax and do nothing"
"dij8d5348uqa","1","restless","Exercise
Play an instrument
listen to music
hang with friends
take a breath
sleep
make a list
write for fun
"
"ufq43y69ni78","1","failure","failed a test
did poorly in a social interaction
did poorly on a presentation
betrayed someone's trust
couldn't solve a problem
couldn't solve a conflict
"
"3s9so34dqf4l","1","angry","Their wallet got stolen
Their car got run into
They failed a test
They got arrested
Their significant other cheated on them
"
"24iyijegbc9r","1","irritable","they could take deep breaths
they could go for a walk
they could stay away from people and watch some tv
they could distract themselves with something meaningless
they could talk to a close friend
they could spend time outdoors
they could watch a funny youtube video
they could catch up on email
they could clean their room
they could wait until it wears off
they could eat some comfort food
they could "
"3ociync0s5da","1","confused","They can ask for clarification about the subject of their confusion
They can Google/search for more information
They can ground themselves in reality
Make a list and go over what they already know
Try to think logically and figure it out
Glean information from surroundings/look at what other people are doing
"
"4bl66xtcfhy3","1","intense","focused breathing
stretching
lie down
"
"qj6muh6hkk0s","1","jittery","sleep
smoke weed 
drink green tea 
"
"7kj5e9zt1l8b","1","intense","They can drink tea.
They can eat some good food that calms them down.
They can exercise.
They can do something stress-relieving.
They can do something that takes their mind off their feelings.
They can talk to someone about it and air out their feelings.
They can think about something else.
They can take deep breathes.
They can go on a long run.
They can take a warm shower.
They can do work.
They can drink a beer.
They can journal their thoughts down.
They can "
"00qpnwxld6yw","1","temperamental","they can meditate
they can go on a run
they can listen to calm
they can do yoga
they can think about what is actually affecting their mood
they can talk to other people are won't heighten their moods
they can maintain perspective on what is affecting them
they can "
"2qdgh2r6bh2c","1","angry","Take a nap.
Talk to a friend.
Talk to a close relative.
Meditate.
Reflect on a pleasant memory.
Reflect on the consequences of anger.
Read a book that calms them down.
Watch a children's movie.
Take a stroll outside."
"d4z0tfitcpwt","1","tense","Something is uncomfortable. 

There is something that needs to come up but can't. 

The person is waiting on pending news.

The person doesn't want to acknowledge their problem.

Their is an elephant in the room. "
"h1kg7lbo9g4m","1","intense","They can listen to mellow/soft music
They can breathe deeply
They can take a slow walk outside
They can light a candle
They can take a bath
They can take a nap/a rest
They can relax with friends
They can distract themselves with television/a movie
"
"9ebq53ldv3m9","1","confused","They can try to understand the situation better
They can read about the topic they are confused about
They can enlist a friend's help
They can meditate 
They can take deep breaths and assess the situation slowly
They can use the internet to try to find information 
They can accept that they will not understand everything 
They can try to change the framework from which they are trying to understand the topic/issue
"
"it57sw1z1odk","1","sad","Listen to good music
Hang out with friends
Take a walk if it is nice outside
Sleep
Eat comfort food
Watch a video/TV show that makes them laugh
Talk to their family
Exercise
Participate in hobbies that make them happy
Isolate the reason they are sad and try to do something that takes their mind off of that
Go for a drive
"
