responseID,ID,fluency,clean_response,elaboration,flexibility,originality,z_elaboration,z_flexibility,z_originality
289,zgtrcecvauk4_1,3,great piece art got ruined,5.0,0.5752980353522271,0.9962670919323212,0.9098763519804292,-0.7770397548793698,0.5115378212936059
678,zgtrcecvauk4_1,3,came cool way fix broken n't look,7.0,0.7382329037391411,0.9818122674573786,1.9882235641365145,0.4193420211445266,0.3523549655695845
1240,zgtrcecvauk4_1,3,told bad,2.0,0.7665560130820683,0.9750015365517742,-0.7076444662536988,0.62731010184868,0.27735221496536067
1280,zgtrcecvauk4_1,3,good idea n't work,4.0,0.5822149288451806,0.993871909857599,0.37070274590238644,-0.7262510845131415,0.4851610276290268
1111,hjr8vpd7fapz_1,3,Start thinking work,3.0,0.6813885463129488,0.9419308233915206,-0.16847086017565618,0.0019509865073566715,-0.08683695736286683
1241,hjr8vpd7fapz_1,3,Thinking things wrong,3.0,0.6675807340530429,0.9498868836074128,-0.16847086017565618,-0.09943562961757775,0.0007786610539059724
1002,hjr8vpd7fapz_1,3,analyzing situation,2.0,0.7213389925646532,1.0024183675986127,-0.7076444662536988,0.295295108074156,0.5792783620800652
22,hjr8vpd7fapz_1,3,analyzing said,2.0,0.8530111634026014,0.9945534895262353,-0.7076444662536988,1.2621242905542789,0.49266688134901104
286,hjr8vpd7fapz_1,3,Thinking things uncertain,3.0,0.5281202085263001,0.9072432294526891,-0.16847086017565618,-1.12345236014762,-0.46883192872694285
854,xbnmcc5pxceu_1,6,reflect farther,2.0,0.6641713181623052,0.9744585795505082,-0.7076444662536988,-0.1244699459609564,0.2713729347501836
446,xbnmcc5pxceu_1,6,think long took,3.0,0.6207787622986873,0.891455687826108,-0.16847086017565618,-0.4430884440411425,-0.6426912492145425
1163,xbnmcc5pxceu_1,6,goals need meet,3.0,0.6299273371692014,0.9837971555597324,-0.16847086017565618,-0.3759132079481406,0.3742134223756855
128,xbnmcc5pxceu_1,6,feel left,2.0,0.5988524650891769,0.9824318589912058,-0.7076444662536988,-0.6040866555157389,0.35917817880942765
961,xbnmcc5pxceu_1,6,received praise expected,3.0,0.6267292550072635,0.9851916879247405,-0.16847086017565618,-0.3993957642275234,0.3895706233328046
972,xbnmcc5pxceu_1,6,envy 's better accomplishment,4.0,0.566108425439007,0.9936060307730813,0.37070274590238644,-0.8445162989597782,0.48223305074323464
46,xbnmcc5pxceu_1,6,proud finished season task sorry leave,6.0,0.6205422820940774,0.9833275171303127,1.4490499580584717,-0.44482484712040204,0.3690415583739918
523,3kofmh9dg9xx_1,3,find friends hang,3.0,0.6859660209915581,0.925751862027277,-0.16847086017565618,0.03556200752401536,-0.2650067633728513
1236,3kofmh9dg9xx_1,3,activity,1.0,0.7739661823473799,0.9039072489842369,-1.2468180723317415,0.6817207479801078,-0.5055692062032843
835,3kofmh9dg9xx_1,3,exercise,1.0,0.7705331292881179,0.9064564676573094,-1.2468180723317415,0.6565128710113127,-0.4774960940774253
1040,3kofmh9dg9xx_1,3,watch sitcom,2.0,0.8543815291528809,0.8874745732531831,-0.7076444662536988,1.2721864744585152,-0.6865330259017137
321,f8jryrdfkdx2_1,5,exhausting activity,2.0,0.7124810500296183,0.9484023740193239,-0.7076444662536988,0.23025389788446637,-0.015569408477572476
1261,f8jryrdfkdx2_1,5,try cheer,2.0,0.618841918272484,0.9861383647567579,-0.7076444662536988,-0.45731010769663355,0.399995843080683
1036,f8jryrdfkdx2_1,5,realize n't rested,3.0,0.5013639501555741,0.9932107678132838,-0.16847086017565618,-1.3199155250075145,0.47788024197606005
1508,f8jryrdfkdx2_1,5,reminded work,2.0,0.597030471687467,0.9507395340537936,-0.7076444662536988,-0.6174650055486195,0.010168421076557592
555,f8jryrdfkdx2_1,5,reminded problems,2.0,0.6042180922145162,0.9809044232394478,-0.7076444662536988,-0.5646884679255192,0.34235738756970807
109,f8jryrdfkdx2_1,5,reminded nt accomplished,3.0,0.6455340898863399,0.9965587932839853,-0.16847086017565618,-0.26131751263412545,0.5147501642907101
17,nbd4iho7n72m_1,4,Princeton University PSets single day,5.0,0.7649168151274143,0.989952319022429,0.9098763519804292,0.6152739638528103,0.4419967772783118
824,nbd4iho7n72m_1,4,Stay watching movies,3.0,0.6018328471835956,1.0007625541348457,-0.16847086017565618,-0.5822026054124592,0.5610438192694195
1443,nbd4iho7n72m_1,4,Stay reading gripping book,4.0,0.6006973270969567,1.0020324781303955,0.37070274590238644,-0.5905403881805892,0.5750287783060724
425,nbd4iho7n72m_1,4,long run exhausted,3.0,0.614841461020227,0.8031766369654085,-0.16847086017565618,-0.48668426314749574,-1.6148588075942545
903,nbd4iho7n72m_1,4,Eat large meal,3.0,0.6060455642045283,0.9990921964507004,-0.16847086017565618,-0.5512698902650718,0.5426491091362218
1330,63szpj5u8o2i_1,0,think 's like feel ill,5.0,0.5537202538934543,0.9392097638813297,0.9098763519804292,-0.935478919926595,-0.11680245602236594
1276,ia9y1d0x3x7t_1,4,Think impending assignments projects,4.0,0.7102134068315723,0.9736984343555598,0.37070274590238644,0.213603275316531,0.2630018830569214
705,ia9y1d0x3x7t_1,4,Think grades,2.0,0.7729465917894212,0.9432145403157082,-0.7076444662536988,0.674234200903817,-0.0727001045572397
1433,ia9y1d0x3x7t_1,4,Think summer internship plans,4.0,0.8019903969883682,0.9732825604238505,0.37070274590238644,0.887494134706906,0.2584220972431665
889,ia9y1d0x3x7t_1,4,Think upcoming test,3.0,0.7629174188146057,0.9569987177737366,-0.16847086017565618,0.6005929975539746,0.07909729259409126
1222,ia9y1d0x3x7t_1,4,Look assignment got,3.0,0.7060693411783525,0.996655737058348,-0.16847086017565618,0.18317464653226456,0.5158177515778793
1510,mtmb7nh1k07f_1,0,deep breaths,2.0,0.6031390086369726,0.8793883961685848,-0.7076444662536988,-0.5726118543667453,-0.7755815482443982
746,hr053hyuwem6_1,3,reflect way 's okay better,5.0,0.5475946120895098,0.9848724522127524,0.9098763519804292,-0.9804576669145414,0.38605505990472916
882,hr053hyuwem6_1,3,Let incessant little brother skin,5.0,0.6333092278480152,0.9955411630951211,0.9098763519804292,-0.3510810009644881,0.5035435751124607
1289,hr053hyuwem6_1,3,Purposefully start conversation n't agree,5.0,0.5928822274551473,0.9889426311454825,0.9098763519804292,-0.6479243163835382,0.4308776523162014
640,hr053hyuwem6_1,3,Turn news,2.0,0.790985552124533,0.9816066300756805,-0.7076444662536988,0.8066888658690669,0.350090396690242
40,hr053hyuwem6_1,3,Look going rest world,4.0,0.6648232038916377,0.9679558846249698,0.37070274590238644,-0.1196833449445831,0.19976241122264657
239,hr053hyuwem6_1,3,Try beat level game n't able pass tries,8.0,0.758790155235336,0.9904742873616847,2.5273971702145572,0.5702877413496369,0.4477449211581834
579,hr053hyuwem6_1,3,Read article reviewed biased,4.0,0.818912370043745,0.988381286468893,0.37070274590238644,1.0117470977359428,0.424695878969877
276,6wx67twfnuox_1,1,Realize lucky feeling content excited,5.0,0.31726072217496293,0.9614223986677166,0.9098763519804292,-2.671730204356197,0.12781280337294704
24,6wx67twfnuox_1,1,Find reason feeling content excited going continue,7.0,0.4242430572391036,0.9750967049057314,1.9882235641365145,-1.8861910665745645,0.27840025054571094
614,6wx67twfnuox_1,1,Try change attitude things content realizing lucky,7.0,0.5211408345155799,0.970763368589279,1.9882235641365145,-1.1746998061801792,0.23067965380921954
463,656xmu29mv16_1,4,run,1.0,0.8311582314379552,0.5286113501395088,-1.2468180723317415,1.1016647780261881,-4.638491956194302
1394,656xmu29mv16_1,4,nyquil,1.0,0.8506681893158667,0.8800596407442309,-1.2468180723317415,1.2449205359079178,-0.7681895090933286
255,656xmu29mv16_1,4,eat lot heavy food,4.0,0.7951869691000228,0.9903768145813059,0.37070274590238644,0.8375386081784739,0.4466715082251544
68,656xmu29mv16_1,4,wrap blanket,2.0,0.8553111735864889,0.9986924837984463,-0.7076444662536988,1.2790125741728473,0.5382472984075536
179,656xmu29mv16_1,4,cozy couch,2.0,0.6957993130823665,0.9834915263611915,-0.7076444662536988,0.10776491640553718,0.3708476998308903
631,h05dt9u04ag6_1,5,Find things like,3.0,0.7896423283669534,0.9267299513127089,-0.16847086017565618,0.7968259774609542,-0.2542356159349832
1067,h05dt9u04ag6_1,5,occupy time,2.0,0.8259830251508397,0.997767287375631,-0.7076444662536988,1.0636647934288668,0.5280586303303527
1265,h05dt9u04ag6_1,5,focus things,2.0,0.8313730335911541,0.9861922401166359,-0.7076444662536988,1.1032420056882724,0.40058914213134983
1308,h05dt9u04ag6_1,5,Engage activities,2.0,0.9311093748231466,0.9953808750533287,-0.7076444662536988,1.8355759882088603,0.5017784130189916
605,h05dt9u04ag6_1,5,body instead staying,3.0,0.7825041993900609,0.996888325291363,-0.16847086017565618,0.7444128414182571,0.5183791150315351
768,h05dt9u04ag6_1,5,involved going,2.0,0.8633725403621073,0.9791789126534367,-0.7076444662536988,1.3382047679351556,0.3233553095341414
1043,h05dt9u04ag6_1,5,special personal attention,3.0,0.8262761127022448,1.002108582297075,-0.16847086017565618,1.065816847244922,0.575866870709445
1409,aqgoay2w4h2m_1,1,focus task hand badly want end,6.0,0.7435916264695996,0.9738443630451955,1.4490499580584717,0.45868951183793394,0.2646089136776351
581,aqgoay2w4h2m_1,1,mention annoyance elder listen boring response elder gives,8.0,0.5740144797762059,0.9828123490980036,2.5273971702145572,-0.7864645177608119,0.3633683024515248
667,barb4qdxq6t1_1,2,free time finishing tasks watch listen favorite media,8.0,0.5850653242906918,0.9519167600093474,2.5273971702145572,-0.7053214873113123,0.02313254871175247
1,barb4qdxq6t1_1,2,start volunteering spare time better community,6.0,0.5771006135273563,0.9654162177082787,1.4490499580584717,-0.7638039650209224,0.1717944872200049
1403,barb4qdxq6t1_1,2,decide vacation instead stay cation time work,7.0,0.6154161576838386,0.9656190932833237,1.9882235641365145,-0.4824644382451059,0.174028641875311
480,barb4qdxq6t1_1,2,watch funny baby animal videos free time,7.0,0.6045023426782891,0.9654734845573525,1.9882235641365145,-0.5626013021883691,0.1724251348345566
244,barb4qdxq6t1_1,2,implement daily regiment working life boost energy,7.0,0.7063325554224749,0.974948838501632,1.9882235641365145,0.18510734962998387,0.2767718809649539
1225,3y4g82qrfzgu_1,6,stop thing annoying,3.0,0.5035487106459314,0.9771409961579014,-0.16847086017565618,-1.3038734852555711,0.3009128808454535
714,3y4g82qrfzgu_1,6,exercise,1.0,0.738620164225247,0.9915674346133848,-1.2468180723317415,0.42218555852076883,0.45978313729523357
538,3y4g82qrfzgu_1,6,watch movies late,3.0,0.7320574277599656,0.9570860690250012,-0.16847086017565618,0.3739973567832166,0.0800592428171096
1582,3y4g82qrfzgu_1,6,lie,1.0,0.6574514961482952,0.9970861157764217,-1.2468180723317415,-0.17381157967802424,0.5205572704495597
731,3y4g82qrfzgu_1,6,eat food,2.0,0.7579068010903331,0.9924680803011052,-0.7076444662536988,0.5638015373141263,0.4697014419287756
28,3y4g82qrfzgu_1,6,party,1.0,0.8403885440357748,0.9837616469932867,-1.2468180723317415,1.1694401896883002,0.37382238649563865
745,3y4g82qrfzgu_1,6,weird question,2.0,0.5777870357662206,1.0013909016080682,-0.7076444662536988,-0.7587637727934083,0.567963456747406
594,rzv8pux6l1g8_1,2,listen calming music,3.0,0.7300493593676709,0.9265268908185567,-0.16847086017565618,0.35925271401070635,-0.2564718070004583
375,rzv8pux6l1g8_1,2,meditate,1.0,0.7994900884221029,0.9820273589129024,-1.2468180723317415,0.8691351202569552,0.35472364684907465
1083,rzv8pux6l1g8_1,2,sleeping pill,2.0,0.6785320264083726,0.9226349622976637,-0.7076444662536988,-0.01902358075696307,-0.2993314278352497
904,u27jmgu8s0ev_1,2,Talk friend advice situation,4.0,0.5378044853305872,0.9617078917842908,0.37070274590238644,-1.05234362573537,0.130956778567154
1363,u27jmgu8s0ev_1,2,Google problem find stories similar people solved problems,8.0,0.6862634057831108,0.9828998422102262,2.5273971702145572,0.037745614683137835,0.36433181490952193
116,u27jmgu8s0ev_1,2,pros cons list evaluate problem effectively,6.0,0.7445310790229154,0.9884692404270053,1.4490499580584717,0.4655876296279031,0.4256644664645798
1145,u27jmgu8s0ev_1,2,Meet knows problem strategies suggest,5.0,0.6129407933633548,0.9836134603054498,0.9098763519804292,-0.5006402945941231,0.37219048981013747
771,u27jmgu8s0ev_1,2,Talk friend n't mind helping situation,6.0,0.5027310340985516,0.9759208978797439,1.4490499580584717,-1.3098774384281013,0.28747662442340216
1587,u27jmgu8s0ev_1,2,Think deeply situation able come situation,6.0,0.5205851176106767,0.9685166181395759,1.4490499580584717,-1.1787802684178619,0.20593745418563034
947,3n6trc3kljyo_1,1,sure sentiment awake means sorry,5.0,0.581167586155358,0.9933962410639572,0.9098763519804292,-0.7339414071540881,0.4799227546163064
343,3n6trc3kljyo_1,1,N,1.0,0.9455395432061917,0.13428785698457654,-1.2468180723317415,1.9415323783256484,-8.980954905383651
88,sprnfuwnq7ac_1,5,exercise,1.0,0.913111917084137,0.9915674346133848,-1.2468180723317415,1.703426064335103,0.45978313729523357
170,sprnfuwnq7ac_1,5,relieve stress,2.0,0.8688788701678168,1.0056243666854088,-0.7076444662536988,1.378636093025649,0.6145842276732087
645,sprnfuwnq7ac_1,5,think resolve annoyance,3.0,0.5100245721753004,0.9282515016402655,-0.16847086017565618,-1.2563231800661785,-0.23747963756332285
390,sprnfuwnq7ac_1,5,adrenaline rush,2.0,0.8274368080895483,0.920980479291554,-0.7076444662536988,1.0743394846805596,-0.3175513190636731
971,sprnfuwnq7ac_1,5,adventure,1.0,0.7717317219593995,0.9978005504906319,-1.2468180723317415,0.6653137768149248,0.5284249383159869
295,sprnfuwnq7ac_1,5,talk friends,2.0,0.6722363331887558,0.9823872799294046,-0.7076444662536988,-0.06525096418910122,0.3586872546632841
208,pia8uidyh0xh_1,2,Setting actionable achievable goals task n't daunting,7.0,0.5839672007847083,0.9955226242611326,1.9882235641365145,-0.7133846782255023,0.5033394173559138
1223,pia8uidyh0xh_1,2,Seeking encouragement support family friends endeavor,6.0,0.6920941078730641,0.9759666346762874,1.4490499580584717,0.0805587079817409,0.2879802980514069
809,pia8uidyh0xh_1,2,Weighing pros cons deciding,4.0,0.707056168271726,0.940115381249462,0.37070274590238644,0.19042062133365034,-0.10682940106742858
999,ed8h9v6yer07_1,11,Listen Music,2.0,0.7153772599546251,0.9274264609979164,-0.7076444662536988,0.25151989704180816,-0.24656534633586297
34,ed8h9v6yer07_1,11,tea hot cocoa,3.0,0.6963390188493713,0.9968640457889875,-0.16847086017565618,0.11172781366903903,0.5181117385213334
993,ed8h9v6yer07_1,11,friend hang watch movie,4.0,0.8269857109422502,0.8964301460570998,0.37070274590238644,1.0710272138843397,-0.5879103372593809
1494,ed8h9v6yer07_1,11,Read book,2.0,0.9354046469616895,0.3083480869929705,-0.7076444662536988,1.867114880776736,-7.0641274455451155
1548,ed8h9v6yer07_1,11,Meditate,1.0,0.7943583256738483,0.9996023345029347,-1.2468180723317415,0.831454128510543,0.5482669727158812
907,ed8h9v6yer07_1,11,yoga,1.0,0.8523065613550015,0.932204534010467,-1.2468180723317415,1.25695060945432,-0.19394711438748052
1397,ed8h9v6yer07_1,11,gym,1.0,0.8242368102847827,0.9737862029419068,-1.2468180723317415,1.05084286241155,0.2639684291565844
50,ed8h9v6yer07_1,11,passionate,1.0,0.9062569529498438,0.8665643761808574,-1.2468180723317415,1.6530921226395112,-0.9168052709569829
1021,ed8h9v6yer07_1,11,Cook new recipe,3.0,0.8245253421035557,1.004700227629747,-0.16847086017565618,1.0529614648519026,0.6044072037860384
1301,ed8h9v6yer07_1,11,Paint,1.0,0.9074932194083222,1.0076415228111302,-1.2468180723317415,1.6621696557413943,0.6367980340802084
512,ed8h9v6yer07_1,11,Throw Ceramics,2.0,0.9195160945334946,1.0076415228111302,-0.7076444662536988,1.7504500148663078,0.6367980340802084
1347,ed8h9v6yer07_1,11,Talk friends potential issues,4.0,0.8940734091801943,0.9814368288280249,0.37070274590238644,1.563632021939735,0.34822047100873804
564,xh3pjt4r5nf2_1,2,Think unfair people n't feel alive,6.0,0.5822845061285442,0.9617573935618136,1.4490499580584717,-0.7257401994296377,0.13150191381408427
1434,xh3pjt4r5nf2_1,2,Think corruption world,3.0,0.6378075327478607,0.952283230655191,-0.16847086017565618,-0.31805129984247604,0.027168283911826123
